Nurture Acupuncture	http://nurtureacupuncture.com				George Lu	L.Ac.								http://nurtureacupuncture.com/about-us/	HIV/AIDS and Gynecological Disorders, Male Reproductive Enhancement and Fertility	Personal Bio	164	#N/A	
Nurture Acupuncture	http://nurtureacupuncture.com				Emily Rones	L.Ac.								http://nurtureacupuncture.com/about-us/	Women’s health, Pain Management, Orthopedics, and Stress Management	Personal Bio	165	#N/A	
Nurture Acupuncture	http://nurtureacupuncture.com				Janet Wong	L.Ac.								http://nurtureacupuncture.com/about-us/	General Acupuncture	General Practice	166	#N/A	
Oakland Acupuncture Project	http://www.oaklandacupunctureproject.com/	3576 Laurel Avenue, Lower Hills Oakland, CA		(510) 842-6350	Jeffrey Levin	L.Ac.	Yes	Women’s Health Menstrual Irregularities, Menopause, Fertility  Digestive Health Colitis, IBS, Acid Reflux, Heartburn, Constipation  Musculoskeletal Issues  Injury, Arthritis, Chronic Pain, Back and Neck Tension  Mental Health Depression, Anxiety, Stress Management  Addiction Smoking Cessation, Withdrawal Support  Respiratory Problems Asthma, Allergies, Common Cold				http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area		http://oaklandacupunctureproject.com/about-us-2/acupuncturist-bios/	Women’s Health, Digestive Health, Musculoskeletal Issues, Mental Health, Addiction, Respiratory Problems	General Practice	167	95	
Oakland Acupuncture Project	http://www.oaklandacupunctureproject.com/				Lori Tusa	L.Ac.								http://oaklandacupunctureproject.com/about-us-2/acupuncturist-bios/	Women’s Health, Digestive Health, Musculoskeletal Issues, Mental Health, Addiction, Respiratory Problems	General Practice	168	95	
Oakland Acupuncture Project	http://www.oaklandacupunctureproject.com/				Sarah Elliott	L.Ac.								http://oaklandacupunctureproject.com/about-us-2/acupuncturist-bios/	Women’s Health, Digestive Health, Musculoskeletal Issues, Mental Health, Addiction, Respiratory Problems	General Practice	169	95	
Oakland Acupuncture Project	http://www.oaklandacupunctureproject.com/				Ray Himmelman	L.Ac.								http://oaklandacupunctureproject.com/about-us-2/acupuncturist-bios/	Women’s Health, Digestive Health, Musculoskeletal Issues, Mental Health, Addiction, Respiratory Problems	General Practice	170	95	
Oakland Acupuncture Project	http://www.oaklandacupunctureproject.com/				Jen Cowing	L.Ac.								http://oaklandacupunctureproject.com/about-us-2/acupuncturist-bios/	Women’s Health, Digestive Health, Musculoskeletal Issues, Mental Health, Addiction, Respiratory Problems	General Practice	171	95	
Oakland Acupuncture Project	http://www.oaklandacupunctureproject.com/				Evelyn Williamson	L.Ac.								http://oaklandacupunctureproject.com/about-us-2/acupuncturist-bios/	Women’s Health, Digestive Health, Musculoskeletal Issues, Mental Health, Addiction, Respiratory Problems	General Practice	172	95	
Persimmon Health Center	http://www.persimmonhealth.com/	130 Park Avenue
 Merced, CA 95348		209 676-0048	Yonie Young	L.Ac.								http://www.persimmonhealth.com/	General Acupuncture	General Practice	173	96	
Point of Life Acupuncture	https://pointoflifeacupuncture.com/	350 Sansome Street, Suite 730
 San Francisco, CA 94104		415-823-1796 	Paola Acuña	L.Ac.						https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		https://pointoflifeacupuncture.com/about-paola/	Women’s health issues, Fertility, Digestive problems, Pain, Musculoskeletal disorders, Emotional well-being, Immune system, Adrenal issues	Personal Bio	174	97	
Points for Wellness	http://pointsforwellness.com/	4841 Soquel Dr., Soquel, CA 95073  550 Palm St., Santa Cruz, CA 95060		(831) 475-1055  (831) 475-1055	Beth Dorsey	L.Ac., FABORM								http://pointsforwellness.com/about-beth-dorsey/	Women’s health and fertility, acute and chronic pain, internal medicine, stress and anxiety, allergy elimination (NAET) and digestive issues	Personal Bio	175	#N/A	
Remedy	http://www.remedyacupuncture.com/	582 Market St., Ste. 1909 San Francisco, CA 94104		(415) 298-6862	Ashley Callen Kissinger	M.S., L.Ac.						https://www.expertise.com/ca/san-francisco/acupuncture		https://www.kissingernaturalmedicine.com/bio-1	Women’s health and fertility. 	Personal Bio	176	#N/A	
Renèe Hahn Acupuncture	http://reneehahn.com/	44 Gough Street, Suite 209, San Francisco, CA 94103		415-722-1723	Renée Hahn	L.Ac.						https://www.expertise.com/ca/san-francisco/acupuncture		http://reneehahn.com/about/	Chronic and acute pain syndromes, Concussions, Gynecological/hormone/menopausal issues
 Allergies and asthma, Digestive disorders and immune problems, Anxiety, depression, stress, insomnia, Orthopedic and muscular skeletal issues, Pre and postnatal support
 Migraines, TMJ dysfunction and headaches, Vertigo and dizziness, Acute and chronic recovery from accidents and injury, Wellness and prevention	Personal Bio	177	100	
Retreat Acupuncture (SF)	https://retreatacupuncturecenters.com/	1801 Bush Street, San Francisco, California 94109		1.415.441.7200	Karinn Gallagher	L.Ac., CMT								https://retreatacupuncturecenters.com/karinn-gallagher-3/	Fertility. Women’s Health, Pain Management, Sports Medicine, Post Surgery
 IVF, Pre+Post Transfers, Reproductive Health, Post Partum, Mental Health, Digestive Health, Abdominal Massage	Personal Bio	178	102	
Retreat Acupuncture (SF)	https://retreatacupuncturecenters.com/				Anna Severn 	L.Ac.								https://retreatacupuncturecenters.com/anna-severn-l-ac/	Irregular periods, Painful periods, Amenorrhea, Fertility challenges, Perimenopause,  PCOS, Fibroids, Endometriosis, Prenatal care, Postnatal care, Breastfeeding support	Personal Bio	179	102	
Retreat Acupuncture (SF)	https://retreatacupuncturecenters.com/				Lauren Mendez	L.Ac. NC								https://retreatacupuncturecenters.com/laurenmendez/	Gastrointestinal health (gut issues); Working with IBS, Colitis, Dysbiosis, Food Sensitivities and other Digestive complaints, Musculoskeletal pain and injuries.	Personal Bio	180	102	
Retreat Acupuncture (SF)	https://retreatacupuncturecenters.com/				Greg Zimmerman	L.Ac.								https://retreatacupuncturecenters.com/greg-zimmerman-2/	General Acupuncture	Personal Bio	181	102	
Retreat Acupuncture (SF)	https://retreatacupuncturecenters.com/				Stacy Chiang	L.Ac.								https://retreatacupuncturecenters.com/szu-ying-stacy-chiang-l-ac/	Cosmetic, Pain Management, Post-stroke Rehab	Personal Bio	182	102	
Retreat Acupuncture (Marin)	https://retreatacupuncturecenters.com/	45 San Clemente Drive, Corte Madera, CA 94925		1.415.441.7200	Corinne Grant	L.Ac.		Fertility, Pain Relief, Pregnancy Support, Women's Wellness			Yes	https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		https://retreatacupuncturecenters.com/corinne-grant-l-ac/	Women's health, Fertility,Pain Management	Personal Bio	183	101	
Revive Acupuncture 	ReviveAcupuncture.com	43353 Mission Blvd. Suite B
 Fremont, CA 94539		510.438.0128 	Megan Dauphin	L.Ac, FABORM								http://www.reviveacupuncture.com/team/	Infertility, Sport’s medicine, and Orthopedics	Personal Bio	184	103	
Revive Acupuncture 	ReviveAcupuncture.com				Jessica Luu	L.Ac.								http://www.reviveacupuncture.com/team/	Internal medicine, Pain management, and Infertility	Personal Bio	185	103	
Revive Acupuncture 	ReviveAcupuncture.com				Cara Ortiz	L.Ac.								http://www.reviveacupuncture.com/team/	Pain management & Digestive disorders, Endocrinology and Gynecology	Personal Bio	186	103	
Revive Acupuncture 	ReviveAcupuncture.com				Kayoko Yamamoto	L.Ac.								http://www.reviveacupuncture.com/team/	Pain management, Women’s health, Fertility, Stroke, Skin diseases, Fatigue, Allergy, and Pediatric Patients	Personal Bio	187	103	
Revive Acupuncture 	ReviveAcupuncture.com				Yun Hee Hong	L.Ac.								http://www.reviveacupuncture.com/team/	Drug and Smoking addictions, Women's Health, Fertility and Pregnancy Support, Neck and Shoulder Pain, Back Pain and Sciatica, Anxiety, Insomia, Headaches and Digestive Problems.	Personal Bio	188	103	
Revive Acupuncture 	ReviveAcupuncture.com				Monica Bowditch	L.Ac.								http://www.reviveacupuncture.com/team/	Pain and Injuries	Personal Bio	189	103	
Revive Acupuncture 	ReviveAcupuncture.com				Hung Nguyen	L.Ac.								http://www.reviveacupuncture.com/team/	Pain management, Gynecology, and Functional medicine	Personal Bio	190	103	
Roha	http://rohasf.com/welcome	4052 18th St, San Francisco, CA 94114		415 805 2234	Riena Kim	L.Ac.						https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		http://rohasf.com/riena-kim/	Stroke, Traumatic brain injuries, and other Neurological conditions. 
 	Personal Bio	191	104	
Roha	http://rohasf.com/welcome				Timothy Asher	L.Ac.								http://rohasf.com/timothy-asher/	Auto-immune disorders, Digestive health, Anxiety, Depression, Men’s health, Insomnia
 Stress relief, Musculoskeletal pain	Personal Bio	192	104	
Root & Stem	http://www.oaklandrootandstem.com/	3515 Grand Avenue, Lower Hills Oakland, CA		(510) 463-4304	Jessica Parker	L.Ac., DAOM		family medicine, women's health and fertility support, pain management, stress relief, and health coaching.		http://www.oaklandrootandstem.com/about/  look at conditions link on site		http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area		http://www.oaklandrootandstem.com/ourpractitioners/#/jessica-parker/	Women’s Health, Prenatal Health, Liver Health and Detoxification, Integrative Wellness during Chemotherapy and Radiation, and Pain Management. 	Personal Bio	193	105	
Root & Stem	http://www.oaklandrootandstem.com/				Erin Langely	L.Ac., MSOM, Dipl OM								http://www.oaklandrootandstem.com/ourpractitioners/#/erin-langley/	Autoimmune Disease, Pediatrics, Diabetes Management	Personal Bio	194	105	
Sage Wellness Center	http://sagewellnesscenter.org/	601 South B Street, San Mateo, CA		(650) 343-7899	Yvette Dellanini Ward	L.Ac., M.S.,		Fertility Acupuncture Pregnancy Acupuncture Pediatric Acupuncture		http://sagewellnesscenter.org/acupuncture/		http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area		http://sagewellnesscenter.org/about-sage/our-team/#yvette	Fertility, Pegnancy Support, Postnatal Care, Menopause and Gnecological Imbalances	Personal Bio	195	106	
Sage Wellness Center	http://sagewellnesscenter.org/				Jenny Perzichilli	L.Ac., MSTCM FABORM								http://sagewellnesscenter.org/about-sage/our-team/#jenny	Obstetrics/Gynecology and Mens Reproductive Health Care, Digestive Conditions, Musculoskeletal Disorders	Personal Bio	196	106	
San Francisco Acupuncture Group	https://sanfranciscoacupuncturegroup.com/	220 Montgomery Street, Suite 450, San Francisco, CA 94104		415 445 9388	Franco Garritano	L.Ac.						http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area  https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		https://sanfranciscoacupuncturegroup.com/about/team/franco-garritano/	Orthopedic Conditions, Chronic Pain, Trigger Point dry needling, Stress Relief, Adrenal Fatigue and Chronic Conditions	Personal Bio	197	107	
San Francisco Acupuncture Group	https://sanfranciscoacupuncturegroup.com/				Jonah Hershowitz	L.Ac.								https://sanfranciscoacupuncturegroup.com/about/team/jonah-hershowitz/	Pain, Anxiety, Stress, Depression, Sleeplessness, Fatigue	Personal Bio	198	107	
San Francisco Acupuncture Group	https://sanfranciscoacupuncturegroup.com/				Jeannie Bianchi	L.Ac.								https://sanfranciscoacupuncturegroup.com/about/team/jeannie-bianchi/	IVF, Post-partum, Perimenopausal	Personal Bio	199	107	
San Francisco Acupuncture Group	https://sanfranciscoacupuncturegroup.com/				Mario Gallina	L.Ac.								https://sanfranciscoacupuncturegroup.com/about/team/mario-gallina/	Acute and Chronic Pain, including repetitive Stress Injuries and Sports Injuries	Personal Bio	200	107	
San Francisco Community Acupuncture	http://missionsfca.com/	220 Valencia Street 
 San Francisco, CA 94103		415-675-8973	Rebecca Rizzetta	L.Ac., CMT						https://www.expertise.com/ca/san-francisco/acupuncture  http://sanfrancisco.cbslocal.com/top-lists/best-places-for-acupuncture-in-the-bay-area/  https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		http://missionsfca.com/about/	Pediatric, Women's Health, Gynecology	Personal Bio	201	108	
San Francisco Community Acupuncture	http://missionsfca.com/				Rebekah Sitty	L.Ac., CMT								http://missionsfca.com/about/	General Acupuncture	General Practice	202	108	
San Francisco Community Acupuncture	http://missionsfca.com/				Jennifer Taylor	L.Ac.								http://missionsfca.com/about/	Sports Injury/Orthopedics, Spinal Cord Injuries and Musculoskeletal Conditions	Personal Bio	203	108	
San Francisco Community Acupuncture	http://missionsfca.com/				Stephanie Haney	L.Ac.								http://missionsfca.com/about/	Pain and Sports Injuries, Supports Reproductive and Hormonal Health, and Emotional Well Being	Personal Bio	204	108	
San Francisco Community Acupuncture	http://missionsfca.com/				Melissa Hicks	M.S. L.Ac.								http://missionsfca.com/about/	Pain Management, Sleep Disorders, Emotional Stress and Women’s Health.	Personal Bio	205	108	
San Francisco Community Acupuncture	http://missionsfca.com/				Jenn Holley	L.Ac.								http://missionsfca.com/about/	Fertility, Women's Health	Personal Bio	206	108	
San Francisco Community Acupuncture	http://missionsfca.com/				Erica McDonnell	DACM, L.Ac.								http://missionsfca.com/about/	Fatigue, Chronic and Acute Musculoskeletal Pain, Insomnia, and Digestive Disorders.	Personal Bio	207	108	
San Francisco Community Acupuncture	http://missionsfca.com/				Eric Rosenberg	L.Ac., CMT								http://missionsfca.com/about/	Musculoskeletal Injuries and Pain Management	Personal Bio	208	108	
San Francisco Community Acupuncture	http://missionsfca.com/				Linda Wu	L.Ac, CMT								http://missionsfca.com/about/	Work-related Injuries, Stress Management	Personal Bio	209	108	
San Francisco Community Acupuncture	http://missionsfca.com/				Alexandria Steppe	L.Ac, LMT/CMT								http://missionsfca.com/about/	Stress/Tension, Fatigue, Lower Back Pain, Overuse Syndromes such as Tendinitis and Carpal Tunnel Syndrome, Sciatica, Post Surgery Recovery, Multiple Sclerosis and Rheumatoid Arthritis.	Personal Bio	210	108	
San Francisco Community Acupuncture	http://missionsfca.com/				Michelle Medina	L.Ac.								http://missionsfca.com/about/	General Acupuncture	General Practice	211	108	
San Francisco Integrative Medicine	http://www.integrativemedicinesf.com/	870 Market St. #1117
 ​San Francisco CA 94102		415.362.4600	Elanita Korian	L.Ac., M.S. 		fertility, pregnancy, pain management, and emotional health						http://www.integrativemedicinesf.com/elanita.html	Women’s Health, Fertility and Pregnancy	Personal Bio	212	109	
San Francisco Integrative Medicine	http://www.integrativemedicinesf.com/				Dawna Ara	L.Ac., M.S.								http://www.integrativemedicinesf.com/dawna.html	Women’s Health and Pain Management	Personal Bio	213	109	
San Francisco Integrative Medicine	http://www.integrativemedicinesf.com/				Laurie Terzo	DAOM, L.Ac.								http://www.integrativemedicinesf.com/laurie.html	Women’s Health & Fertility issues, including Stress/Anxiety, Depression, Headaches/Migraines, and Pain Conditions.	Personal Bio	214	109	
Sarana Community Acupuncture	http://www.saranacommunityacupuncture.com/	970 San Pablo Ave, Albany, CA		(510) 526-5056	Jennifer Scheible	L.Ac.	Yes		allergies, asthma, anxiety, arthritis, back pain, colds, cough, effects of chemotherapy, fatigue, headache, low immunity, indigestion, muscle injuries, PMS, numbness, skin problems, and stress.			http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area		http://www.saranaca.org/about/meet-us/	General Acupuncture	General Practice	215	110	
Sarana Community Acupuncture	http://www.saranacommunityacupuncture.com/				Sean Carson	L.Ac.								http://www.saranaca.org/about/meet-us/	General Acupuncture	General Practice	216	110	
Sarana Community Acupuncture	http://www.saranacommunityacupuncture.com/				Tatyana Ryevzina	L.Ac.								http://www.saranaca.org/about/meet-us/	General Acupuncture	General Practice	217	110	
Sarana Community Acupuncture	http://www.saranacommunityacupuncture.com/				Pamela O’Malley Chang	L.Ac.								http://www.saranaca.org/about/meet-us/	General Acupuncture	General Practice	218	110	
Sarana Community Acupuncture	http://www.saranacommunityacupuncture.com/				Jen Cowing	L.Ac.								http://www.saranaca.org/about/meet-us/	General Acupuncture	General Practice	219	110	
Sarana Community Acupuncture	http://www.saranacommunityacupuncture.com/				Ozben Felek	L.Ac.								http://www.saranaca.org/about/meet-us/	General Acupuncture	General Practice	220	110	
Sarana Community Acupuncture	http://www.saranacommunityacupuncture.com/				Amanda Quvus Kawanami	L.Ac.								http://www.saranaca.org/about/meet-us/	General Acupuncture	General Practice	221	110	
SF Acupuncture	http://sf-acupuncture.com/	4328 18th St San Francisco CA 94114		415-385-4141	Joëlle Dussuyer	L.Ac.						https://www.expertise.com/ca/san-francisco/acupuncture		https://sf-acupuncture.com/about/	Reproductive, and Sports/Work Injury Practice	Personal Bio	222	111	
Stillpoint Wellness Center	http://www.stillpointsf.com/	490 Post Street, Penthouse 1701
 ​San Francisco, California 94102		415-441-5659	Mitsuko Ishimaru-Cortez	ND, L.Ac.						https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		http://www.stillpointsf.com/dr-mitsuko-ishimaru-cortez-nd-lac-owner.html	Chronic Disease, Women’s Health, Anti-aging Therapies, Mental/Emotional Health,Ppain Management, and Infertility	Personal Bio	223	112	
Stillpoint Wellness Center	http://www.stillpointsf.com/				Yasunori Kiba	L.Ac., RN.								http://www.stillpointsf.com/yasunori-kiba-lac.html	Acute and Chronic Pain Management and Sports Injuries	Personal Bio	224	112	
Tao to Wellness	www.taotowellness.com	809 Hearst Ave, Berkeley, CA 94710		510.883.0383	Nikole Maxey	L.Ac.								https://www.berkeley-acupuncture.com/about-us/	Hormonal Balance, Pain Management, Thyroid Disorders, Digestive Health and Autoimmunity.	Personal Bio	225	113	
Tao to Wellness	www.taotowellness.com				Deanna Tasi	L.Ac.								https://www.berkeley-acupuncture.com/about-us/	Pain Management, Emotional wellness and is a relaxation and Sleep Specialist.	Personal Bio	226	113	
Tao to Wellness	www.taotowellness.com				Treasure De La Cruz	L.Ac.								https://www.berkeley-acupuncture.com/about-us/	Fertility and Pain Management Specialists	Personal Bio	227	113	
Tao to Wellness	www.taotowellness.com				Christina Martin	L.Ac., Dipl.AC, MTOM, FABORM.								https://www.berkeley-acupuncture.com/about-us/	Musculoskeletal, Sports Medicine, Internal Medicine with an emphasis on Gynecology and Fertility.	Personal Bio	228	113	
Temescal Acupuncture Center	http://www.temescalacupuncture.com/index.html	330 41st Street, Temescal Oakland, CA		(510) 654-7054	Brian Barlay	L.Ac.	Yes	General Acupuncutre - look at individual specialists		http://www.temescalacupuncture.com/practitioners.html		http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area  http://sanfrancisco.cbslocal.com/top-lists/best-places-for-acupuncture-in-the-bay-area/		http://www.brianbarlay.com/#brian	Musculoskeletal Conditions, Fatigue, Allergies, Pain Conditions, Headaches, PMS	Personal Bio	229	114	
Temescal Acupuncture Center	http://www.temescalacupuncture.com/index.html				Cara Brockbank	L.Ac.								http://www.temescalacupuncture.com/practitioners.html	Women's Health and Family Medicine	Personal Bio	230	114	
Temescal Acupuncture Center	http://www.temescalacupuncture.com/index.html				Deborah Croan	L.Ac.								http://www.deborahcroan.com/	Pain Management, Compromised Immunity and Women's Health. 	Personal Bio	231	114	
Temescal Acupuncture Center	http://www.temescalacupuncture.com/index.html				Bianca Di Giulio	L.Ac.								http://tcmwellnessprinciple.com/#about	Women’s Health and Integrative Oncology	Personal Bio	232	114	
The Blue Buddha	http://sfbluebuddha.com/	1122 Sutter Street
 San Francisco, CA 94109		415.767.5120  415.758.3386  415.939.7827   510.306.1921  415.922.1221	Andrea Lazarin	L.Ac.						https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		http://sfbluebuddha.com/treatments/practitioners/andrea-lazarin-l-ac/	PMS, Insomnia, Acute Injury and Chronic pain, Depression and Headaches, Anxiety, Stress and Digestive Disorder.	Personal Bio	233	115	
The Blue Buddha	http://sfbluebuddha.com/				Awny Rael	L.Ac.								http://www.onpoint-sf.com/	Anxiety and stress reduction, Pain management for acute and chronic pain, Neuromuscular pain, Headaches & migraines, Sleep disorders, Digestive disorders, Allergies, Reproductive health, Integrative fertility/IVF preparation, Endocrine disorders, Internal medicine, Auto-immune, Oncology/cancer support, Systemic disorders	Personal Bio	234	115	
The Root & The Branch	https://rootandbranchcenter.com/	2409 Sacramento St #2, Pacific Heights San Francisco, CA		(415) 440-7668	Denise Bowden	M.S., L.Ac.		Fertility, Pregnancy, Post Partum, HIV support, Cancer Support, Respiratiory, Mood Disorders, GI Disorders, Pain		https://rootandbranchcenter.com/commonly_treated/		http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area   https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		https://rootandbranchcenter.com/the_clinic/denise-bowden-acupuncture/	Women's Health, Pregnancy Support, Fertilty	Personal Bio	235	116	
The Root & The Branch	https://rootandbranchcenter.com/				Courtney Maree Reiman	DACM, L.Ac.								https://rootandbranchcenter.com/the_clinic/rb-practitioners/courtney-reiman-acupuncturist/	Women’s Health, Orthopedics and Gynecology, Fertility	Personal Bio	236	116	
The Withrow Institute for Reproductive Wellness	http://www.nicolewithrow.com	712 D Street, Suite K San Rafael, CA. 94901		415-747-8671	Nicole Withrow	L.Ac.								http://www.nicolewithrow.com/about/about.php	Fertility, Pregnancy and Postpartum	Personal Bio	237	117	
Tiny Needles	http://www.tinyneedlessf.com/	1808 McAllister Street, Western Addition/NoPa San Francisco, CA		(415) 409-1506	Tanja Dehne	 ​L.Ac.	Yes	Pain Relief, Psychological, Digestive, Respiratory, Women's Health		http://www.tinyneedlessf.com/		http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area  https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		http://www.tinyneedlessf.com/team-tanja-dehne.html	General Acupuncture	General Practice	238	118	
Tiny Needles	http://www.tinyneedlessf.com/				Tara Bianca Rado	L.Ac.								http://www.tinyneedlessf.com/team-tara-bianca-rado.html	Anxiety, Insomnia, Women's health concerns, Chronic and Acute Pain and Autoimmune conditions	Personal Bio	239	118	
Tiny Needles	http://www.tinyneedlessf.com/				Alexis Wynhausen	L.Ac.								http://www.tinyneedlessf.com/team-alexis-wynhausen.html	Woman's Health, Pregnancy Support, Pain Management and Emotional Balancing, Social Anxiety Disorder, Obsessive-Compulsive Disorder (OCD) and Post-Traumatic Stress Disorder (PTSD)	Personal Bio	240	118	
Toci Wellness	https://www.tociwellness.com/	527 Irving Street, San Francisco, CA 94122		503-278-0757	Liam Tarpey	L.Ac.						https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		https://www.tociwellness.com/about	Carpal Tunnel Syndrome, Tennis Elbow, Lower Back Issues, Menstrual Complications, Shoulder Stiffness, Knee Injuries, Stress, Anxiety, Insomnia, Digestive Disorders, Emotional Imbalances	Personal Bio	241	119	
Tree of Qi Acupuncture Clinic	http://www.treeofqi.com/	2460 Mission Street, Suite 104
 San Francisco CA 94110		(415) 424-3479	Bastian Sascha Schmdt	L.Ac., DIPL. OM						https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		http://www.treeofqi.com/about-us/	General Acupuncture	General Practice	243	121	
Ume Acupuncture & Integrative Medicine	https://umeacupuncture.wordpress.com/	94 29th Street 
 San Francisco, CA 94110		(415) 282-2806	Christine Chung	L.Ac., FABORM								https://umeacupuncture.wordpress.com/practitioners/christine-chung-acupuncture/	Reproductive Health and Fertility, Pain Management, Digestive Complaints, and Immune-related Conditions	Personal Bio	244	122	
Ume Acupuncture & Integrative Medicine	https://umeacupuncture.wordpress.com/				Shannon Teshima	L.Ac.								https://umeacupuncture.wordpress.com/practitioners/shannon-teshima-acupuncture/	Women’s Health and Fertility, OB/Gyn, Pediatrics and Autoimmune Disorders.	Personal Bio	245	122	
Ume Acupuncture & Integrative Medicine	https://umeacupuncture.wordpress.com/				Jasmine Rose Oberste	L.Ac.								https://umeacupuncture.wordpress.com/practitioners/jasmine-rose-oberste-lac/	General Acupuncture	General Practice	246	122	
Gentle Needle	https://gentleneedle.com/	2369 Ocean Ave Fl 2, San Francisco, CA 94127  101 N. El Camino Real, Suite #3 San Mateo, CA 94401		415-334-5321  415-334-5321	Michelle Masangkay	L.Ac.		sports, pain, work pain				https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		https://gentleneedle.com/	Musculoskeletal / Orthopedic	Personal Bio	247	#N/A	
Whole Family Wellness Center	http://www.yourwholefamilywellness.com/	1240 Powell Street, Suite 2A Emeryville CA 94608		(510) 851-3006	Jill Stevens	M.S.T.C.M., L.Ac., DIPL.O.M., C.M.T.		pediatrics , Women's Health, Pregnancy, Family Care		http://www.yourwholefamilywellness.com/what-we-treat/	Yes  Cigna United Health Great West	http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area		http://www.yourwholefamilywellness.com/practitioners/	Digestive, Immune System, Pediatric, Emotional, Musculoskeletal, Pregnancy, Endocrine, Neurological, Women's Health	Personal Bio	248	124	
Wu's Healing Center	http://wushealingcenter.com/	1014 Clement St, Inner Richmond San Francisco, CA		(415) 750-5050	Angela Wu	C.M.D. (China) L.Ac., O.M.D.						http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area		http://wushealingcenter.com/about/dr-angela-c-wu/	Women's Health, General Wellness, Fertility	Personal Bio	249	125	
The Acupuncture Spot	https://www.acupuncturespot.com/				Danielle Boucher												250	128	
Protea Acupuncture (SF)	http://proteaacupuncture.com/				Heather Huber												251	129	DOUBLE
Protea Acupuncture (Mill Valley)	http://proteaacupuncture.com/				Heather Huber												251	130	
