Bria 	Larson	1	123	Pending	No	MS, L.Ac.	F	http://larsonacupuncture.com/bio/	Bria Larson is an ally in wellness and healing. She uses the time-tested tools of acupuncture, Chinese herbal medicine and Maya Abdominal Therapy, her practice specializes in women’s health from adolescence through menopause and beyond. Bria completed her Master’s degree in Traditional Chinese Medicine at the American College of Traditional Chinese Medicine (ACTCM) in San Francisco, and is licensed as an acupuncturist in the state of California. When not in clinic, Bria enjoys spending time hiking, dancing or in the garden with her family.	Women's Health	28	Fertility	9	Pregnancy	22	Women’s health, fertility, pregnancy	Personal Bio		women’s health conditions, including fertility and perinatal care, dermatology, chronic and acute pain, and stress	menstrual pain, hormonal imbalances, fertility challenges, pregnancy and postpartum, digestive disorders, pelvic and lower back pain, symptoms related to stress and anxiety, and more.		Does not list	Does not list		Doesn't Say		#N/A	Single Practitioner Location	larsonacupuncture@gmail.com		American College of Traditional Chinese Medicine	4	Williams College / Bachelor of Arts in Art History	September 27, 2010					Yes			
Kim 	Peirano		124		No	MSOM, L.Ac.	F	http://www.lionsheartwellness.com/about-kim-peirano.html	Kim is a Master’s of Science graduate from the Acupuncture & Integrative Medicine College in Berkeley, CA, a California State Board Licensed Acupuncturist and a Doctoral Candidate with the Pacific College of Oriental Medicine. In addition to her acupuncture practice, Kim is a multi-faceted and unique individual; known to some as Kimba Rose, she is an artist, jeweler, photographer, DJ, and model.  Kim enjoys open water rowing and swimming in the SF Bay, hiking in Marin and deepening her connection to the Divine with her spiritual community in Marin.	Pain Management	18	Stress Management	26	Neurological	16	Cosmetic, pain management, stress management, women's health & fertility, and neurology & paralysis treatment. 	Personal Bio		cosmetic acupuncture, aging, wrinkles			$135	$90		Yes		#N/A	Personal	LionsHeartWellness@gmail.com	https://en.yelp.com.ph/biz/kim-peirano-lac-lions-heart-san-rafael-2	Acupuncture & Integrative Medicine College	3	California State University Long Beach / Bachelor of Arts in Studio Art	September 14, 2010					Yes			
Anna 	Rudel		125	No Response	No	L.Ac.	F	http://lokahiacupuncture.com/care/anna-m-rudel/	Anna Rudel is a licensed acupunturist specializes in working with fertility and women's health. Anna has had extensive training in IVF where she was able to observe egg-retrieval, ICSI, PGS and egg transfer. She was born and raised in the United Kingdom and fascinated with Asian Culture that led her to study acupuncture. When she was 18, she moved to Indonesia for a year, and it was there that she came into contact with TCM for the first time. She trained in Aikido from a Master of Martial Arts, and a practitioner of TCM.	Fertility	9	Women's Health	28	Pregnancy	22	Fertility,IVF, IUI, Frozen Embryo Transfer,Pregnancy and Pre-birth, Polycystic Ovarian, Syndrome (PCOS), Luteal Phase Defect, Fibroids, Miscarriage and recurrant miscarriage, Menstrual disorders - pain, migraine, irregularity, Menopausal syndrome	Personal Bio		Fertility, Pain, Women's Health, Stress, Digestion		http://lokahiacupuncture.com/acupuncture-for-womens-health/  look at conditions list	Does not list	Does not list		Yes	Cigna, Valley Health Plan	10,30	Practice	frontdesk@lokahiacupuncture.com			#N/A	Swansea University / Bachelor of Science in Economics	September 24, 2003					Yes			
Katy 	Barry		126	No Response	No	L.Ac.	F	http://lokahiacupuncture.com/care/katy-k-barry/	Katy Barry is a California-licensed, nationally certified acupuncturist. Katy takes a holistic approach treating body, mind and spirit. She earned her Bachelor of Science in Environmental Science from Marist College in Poughkeepsie, New York. Katy discovered her passion for healing while living and working for three years in a Quaker community near Philadelphia, Pennsylvania. Katy's greatest joy is helping people through the healing art of acupuncture.	Women's Health	28	Injury	12	Mental Health	15	Women’s health and fertility, Men’s fertility, Pregnancy, labour and induction, Muscle pain/strains from sports injuries or accidents, Emotional balancing	Personal Bio					Does not list	Does not list		Yes	 Cigna and Valley Health Plan	10,30	Practice	frontdesk@lokahiacupuncture.com			#N/A	Marist College / Bachelor of Science in Environmental Science	September 05, 2008					Yes			
Angel 	King		127	No Response	No	L.Ac.	F	http://lokahiacupuncture.com/care/angel-king/	Angel is a third generation California licensed acupuncturist specializing in Pain management, Stress/Anxiety, Allergies, and General well-being. Acupuncture and Chinese medicine has always been a part of Angel’s life. She grew up in her family’s traditional acupuncture clinic, where her grandfather and uncle are acupuncturists, and her grandmother and mother assisted. She attended Five Branches University for her Masters in Traditional Chinese Medicine. Throughout her program she was constantly inspired by her teachers and studied with many of them outside of school to learn different techniques. 	Pain Management	18	Orthopedics	17	Injury	12	Acute and chronic pain, Strains, sprains, and other injuries, Headaches, Arthritis and Joint pain, Neck, upper back and lower back pain, Sciatica and nerve pain	Personal Bio					Does not list	Does not list		Yes	 Cigna and Valley Health Plan	10,30	Practice	frontdesk@lokahiacupuncture.com		Five Branches University	7	University of California / Bachelor of Science in Clinical Nutrition	April 03, 2013					Yes			
Cathryn 	Davidson		128	No Response	No	L.Ac.	F	http://lokahiacupuncture.com/care/cathryn-davidson/	Cathryn Davidson is a California Licensed Acupuncturist, passionate herbalist, and soon-to-be Doctor of Oriental Medicine.Cathryn is passionate about integrating Eastern and Western Medicine to provide the best possible care for her patients. Cathryn discovered her love of healing early on when, in middle school, she happened upon several books on herbology and aromatherapy.  She has completed over 120 hours of specialization training in fertility and obstetrics through the Five Branches Doctoral program, where she is currently completing her Doctorate degree.	Women's Health	28	Fertility	9	Endocrine	7	Women’s Health, Reproductive Health, Fertility, Pregnancy, Hormone Balancing, Herbal Medicine - both Eastern and Western	Personal Bio					Does not list	Does not list		Yes	 Cigna and Valley Health Plan	10,30	Practice	frontdesk@lokahiacupuncture.com		Five Branches University	7		December 01, 2011					Yes			
Jax 	Chou		129	No Response	No	L.Ac.	M	http://lokahiacupuncture.com/care/jax-chou-lac/	Jax was born and raised in Taiwan where his grandfather was the Acupuncturist for a Kung Fu school. As a 3rd generation California-licensed Acupuncturist, Jax has a very real experience and understanding of the amazing effects of Acupuncture. His initial interest in Acupuncture might be said to come from the time he ate too many peanuts which upset his stomach. His Grandfather performed acupuncture on him, and after only a few needles and cupping 10 min on his belly, the pain magically when away.Jax has become an acupuncturist himself, he has developed a passion in treat ing pain syndromes both acute and chronic, sports injuries and particularly enjoys plantar fasciitis! He is good at stimulating and promote qi and blood circulation.	Pain Management	18	Sports Medicine	25	Orthopedics	17	pain syndromes both acute and chronic, sports injuries	Personal Bio					Does not list	Does not list		Yes	 Cigna and Valley Health Plan	10,30	Practice	frontdesk@lokahiacupuncture.com			#N/A							Yes			
Ann Marie 	Deas		130	No Response	No	L.Ac.	F	http://lokahiacupuncture.com/care/ann-marie-deas/	Ann Marie has coordinated nationally-funded epidemiological research studies, is published in several national research journals, and has been a guest speaker at several national health conferences. Ann Marie has worked and trained in the health field for 20 years. She holds a Master’s Degree in Traditional Chinese Medicine, from Five Branches University and is certified as a Diplomate in Acupuncture (Dipl.Ac.) by the National Certification Commission for Acupuncture and Oriental Medicine (NCCAOM). When not in the clinic, Ann Marie can be found exploring the abundance of nature in the Bay Area.	Endocrine	7	Women's Health	28	Stress Management	26	Hormonal imbalances, peri-menopause, menopause, weight gain, and Adrenal Fatigue	Personal Bio					Does not list	Does not list		Yes	 Cigna and Valley Health Plan	10,30	Practice	frontdesk@lokahiacupuncture.com	https://en.yelp.com.ph/biz/ann-marie-deas-lokahi-acupuncture-san-jose	Five Branches University	7	University of Colorado Health Sciences Center / Master’s of Science in Public Health	October 07, 2004					Yes			
Lydia 	Akhzar		131		No	L.Ac., MSTCM	F	http://www.sfherbalmedicine.com/BIO.html	Since she was a young girl, Lydia has been fascinated by and dedicated to natural medicine. Growing up in Northern California, she began collecting and studying plants from her surrounding environment. What began as a childhood hobby developed into a profession. She went on to study the sciences and women’s health at university and upon graduation, lived three years in China and in Japan. Her greatest honor is to be able to continue to care for individuals and families hoping to achieve their health goals, or just simply to feel better in their bodies and minds.	Men's Health	14	Women's Health	28	Gastrointestinal & Digestive	10	Men’s and women’s health, fertility, stress/anxiety, digestive disorders and pain management.
 	Personal Bio		Women's Health, Fertility and Stress Management			Does not list	Does not list		Doesn't Say		#N/A	Single Practitioner Location	thepeoplesacupuncture@gmail.com	https://www.yelp.com/biz/lydia-akhzar-lac-san-francisco	American College of Traditional Chinese Medicine	4	University of California / Bachelor of Science in Biology and Environmental Science	September 17, 2009					Yes			
Malia 	King		132	No Response	No	M.S., L.Ac	F	http://www.mkingacupuncture.com/about.aspx	Malia King is a Licensed Acupuncturist & Herbalist in the State of California. She received her undergraduate degree from the University of San Francisco, with a double major in Business and Communication. Following a personal injury, Malia discovered the efficacy of acupuncture and Traditional Chinese Medicine first hand, and left a career in the fashion industry to pursue holistic medicine. She received her Master’s degree after completing a 4-year Master’s program at the American College of Traditional Chinese Medicine. She had the great fortune to do post-graduate training with renowned acupuncture master Dr. Wang Ju-Yi in Beijing, and at Zhejiang TCM University in Hangzhou, China. 	Orthopedics	17	Mental Health	15	Respiratory	23	Musculoskeletal Disorders, Mental and Emotional Imbalances, Respiratory Issues Digestive Issues, Neurological Issues, Reproductive Health	Personal Bio	Yes	General Acupuncture		http://www.mkingacupuncture.com/conditions.aspx	$150	$90		Yes		#N/A	Single Practitioner Location	malia@mkingacupuncture.com
 	https://www.yelp.com/biz/malia-king-acupuncture-san-francisco-2	American College of Traditional Chinese Medicine	4	University of San Francisco / Bachelor of Science in Business and B.S in Communication	April 01, 2009					Yes			
Heather 	Moore	1	133	No Response	No	M.S., L.Ac., FABORM	F	https://mamaloungesf.com/heather-moore/	Heather Moore is a Nationally Certified Acupuncturist and Herbalist who has been practicing in California for 16 years. She is also recognized by ABORM to be an expert in fertility and women’s health. She received her BS in Biology and Chemistry from Western Michigan University in 1995 and her Master’s of Science in Chinese Medicine from Pacific College of Oriental Medicine San Diego in 1999. When she’s not helping women, she enjoys riding motorcycles, hanging with friends, paddle boarding on Tomales Bay, and snuggling her kitty, Blue.	Fertility	9	Women's Health	28		#N/A	Fertility and women’s health	Personal Bio					$225	$120		Doesn't Say		#N/A	Practice	info@mamaloungesf.com 	https://en.yelp.com.ph/biz/heather-moore-lac-fairfax	Pacific College of Oriental Medicine	14	Western Michigan University / Bachelor of Science in Biology and B.S in Chemistry	August 08, 2000					Yes			
Melani 	Eichenbaum		134		No	M.S., L.Ac.	F	https://mamaloungesf.com/melani-eichenbaum/	Melani Kwan-Yok Eichenbaum was first introduced to Chinese medicine in 2007 when she encountered an ailment for which allopathic medicine could offer no solution. d. Faced with the stark reality of the situation, her mother sought out an acupuncturist, and within a few treatments, Melani’s issue was completely resolved. This experience opened the door for her into the realm of holistic medicine. Melani received her Master’s degree in Traditional Chinese Medicine from Five Branches University in Santa Cruz and San Jose. In her time away from work, she is “Tia” – a live-in aunt – to the wildest, most savage toddler of the West Coast and enjoys reading with him, dancing to his musical inclinations, and making lamb meatballs with him while his parents are away on dates.	Autoimmune	3	Sleep Disorders	24	Trauma	27	Autoimmune and sleep disorders to post-concussional trauma, PTSD, and depression, dysmenorrhea, amenorrhea, polycystic ovarian syndrome (PCOS), miscarriages, infertility.	Personal Bio					$225	$120		Doesn't Say		#N/A	Practice	info@mamaloungesf.com 		Five Branches University	7		September 29, 2014					Yes			
Rachel 	Schaefer		135		No	M.S., L.Ac, FABORM	F	https://mamaloungesf.com/rachel-schaefer/	Rachel Schaefer is a licensed acupuncturist and herbalist in the State of California. She is also a National Diplomate of Oriental Medicine and specializes in Endocrinology, Women’s Health and Fertility. She received her BS in Biology from Mills College in Oakland, California, and a four year Master of Science in Traditional Chinese Medicine from Five Branches Institute in Santa Cruz, California. Outside of work, she is a devoted mother to 2 wild young boys, and lives with her family in Larkspur.	Endocrine	7	Women's Health	28	Fertility	9	Endocrinology, Women’s Health and Fertility	Personal Bio					$225	$120		Doesn't Say		#N/A	Practice	info@mamaloungesf.com 		Five Branches University	7	Mills College / Bachelor of Science in Biology	October 02, 2006					Yes			
Amy 	Gordon		136		No	M.S., L.Ac., FABORM	F	https://mamaloungesf.com/amy-gordon/	Amy Gordon is a licensed acupuncturist and herbalist in the State of California. She received a Bachelor of Science from Penn State University, then went on to receive a four-year Masters Degree from San Francisco’s American College of Traditional Chinese Medicine. After completing a three-year internship under the guidance of women’s health specialists in the fields of fertility and gynecology, she has developed an integrated and holistic approach to women’s health. In her off time she can be found at home on her farm in Petaluma, practicing kundalini yoga, and learning the true meaning of fertility, balance & patience from her garden, her husband, her son, and their animals.	Women's Health	28	Fertility	9		#N/A	Women’s health specialists in the fields of fertility and gynecology	Personal Bio					$225	$120		Doesn't Say		#N/A	Practice	info@mamaloungesf.com 		American College of Traditional Chinese Medicine	4	Penn State University 	May 05, 2011					Yes			
Beth 	Schiffman		137		No	L.Ac., FABORM	F	https://manylivescm.com/beth-schiffman-lac/	Beth Schiffman has an M.S. in Traditional Chinese Medicine, from the American College of Traditional Chinese Medicine (ACTCM). She is a FABORM Fellow and is board-certified to treat infertility. She focuses on internal medicine with an emphasis on reproductive health for both men and women. She also studies Mandarin Chinese. Beth has a B.A. from UC Santa Barbara.	Fertility	9	Pain Management	18	Chronic Illness	5	Herbal Medicine, Nutrition, Fertility, Internal Medicine, Pain Management Cosmetic	Personal Bio					Does not list	Does not list		Yes	Blue Shield (We do not bill Blue Shield directly, however, we will issue a Superbill for reimbursement)
 Cigna
 Integra
 Sequoia Physicians Network
 United Healthcare
 UMR	9,25	Practice	manylivesfront@gmail.com		American College of Traditional Chinese Medicine	4		June 01, 1999					Yes			
Jill 	Zundelevich		138		No	M.S., L.Ac.	F	https://manylivescm.com/jill-zundelovich-m-s-l-ac/	Jill received her M.S. degree at the American College of Traditional Chinese Medicine in San Francisco and her B.S. in kinesiology at San Francisco State University. As a licensed acupuncturist, she is also a  Diplomat of Oriental Medicine by the National Certification Commission for Acupuncture and Oriental Medicine. Jill is passionate about helping others reach balance in their bodies and lives. She believes in teaching her patients about how to help themselves reach their goals. Jill is a Redwood City native and is thrilled to be practicing in her hometown. She enjoys filling her extra time with hiking and cooking.	Fertility	9	Orthopedics	17	Pain Management	18	Herbal Medicine, Fertility, Orthopedics, Internal Medicine, Pain Management, Nutrition	Personal Bio					Does not list	Does not list		Yes	Blue Shield (We do not bill Blue Shield directly, however, we will issue a Superbill for reimbursement)
 Cigna
 Integra
 Sequoia Physicians Network
 United Healthcare
 UMR	9,25	Practice	manylivesfront@gmail.com		American College of Traditional Chinese Medicine	4	an Francisco State University / Bachelor of Science in kinesiology	October 06, 2014					Yes			
Alicia 	Masiulis		139		No	M.S., L.Ac., LMP	F	https://manylivescm.com/alicia-masilius-m-s-l-ac/	Alicia received her Masters of Science Degree in Acupuncture and Bachelors of Science Degree in Natural Health Sciences from Bastyr University in 2003. She has a Certificate in Chinese Herbal Medicine from the Academy for Five Element Acupuncture. She has completed a post graduate program in fertility with the Jade Institute taught by acupuncturists, reproductive endocrinologists, and naturopathic physicians. Alicia is passionate about finding the root cause of her patient’s ailments so that they can enjoy happy, vibrant lives. She loves the outdoors and spends most of her spare time outside hiking, skiing, and snowshoeing.	Fertility	9	Autoimmune	3	Sports Medicine	25	Acupuncture, Herbal Medicine, Fertility, Pregnancy and Postpartum Support, Pain and Sports Injuries, Autoimmune Disorders, Optimal Wellness	Personal Bio					Does not list	Does not list		Yes	Blue Shield (We do not bill Blue Shield directly, however, we will issue a Superbill for reimbursement)
 Cigna
 Integra
 Sequoia Physicians Network
 United Healthcare
 UMR	9,25	Practice	manylivesfront@gmail.com	https://www.yelp.com/biz/alicia-masiulis-ms-lac-lmp-seattle	 Academy for Five Element Acupuncture	#N/A	Bastyr University / Bachelors of Science Degree in Natural Health Sciences	April 29, 2016					Yes			
Christine 	Chang		140		No	ND., L.Ac.	F	https://manylivescm.com/christine-chang-nd-lac/	Christine received her Doctoral degree in Naturopathic Medicine and Masters in Traditional Chinese Medicine from Bastyr University in Washington. As a licensed acupuncturist and herbalist, she also holds her Diplomate of Oriental Medicine from National Certification Commission for Acupuncture and Oriental Medicine. She is passionate about empowering her patients with knowledge of their own bodies and guiding them through their journeys towards optimal health. In practice, she utilizes various modalities such as acupuncture, cupping, moxibustion, Chinese herbs and supplements. She also has many successes in helping patients with digestive issues, insomnia, smoke cessation, musculoskeletal pain and mood imbalances.	Women's Health	28	Mental Health	15	Sleep Disorders	24	Herbal Medicine, Women’s Health / Fertility / Menopause, Pregnancy and Postpartum, Support, Mood Imbalances / Insomnia, Digestive Disorders, Musculoskeletal Pain	Personal Bio					Does not list	Does not list		Yes	Blue Shield (We do not bill Blue Shield directly, however, we will issue a Superbill for reimbursement)
 Cigna
 Integra
 Sequoia Physicians Network
 United Healthcare
 UMR	9,25	Practice	manylivesfront@gmail.com			#N/A	Bastyr University / Doctoral degree in Naturopathic Medicine	May 12, 2003					Yes			
Sai 	Jurawanichkul		141		No	MS, L.Ac.	F	https://manylivescm.com/sai-jurawanichkul-ms-l-ac/	Sai Jurawanichkul is a licensed acupuncturist (L.Ac) in California and New York. She believes in living, teaching, and practicing wholistic medicine, which fosters a cooperative relationship among all facets of health such as physiology, emotion, spirit, nutrition, and lifestyle. Through a personal philosophy of iidokodori, or “collecting good things,” she helps her patients live a fulfilling life by overcoming obstacles (whether that be pain, physical or emotional disorders) by introducing effective, individualized treatment plans.	Women's Health	28	Mental Health	15	Stress Management	26	Nutrition and lifestyle counseling, Women’s Health, Optimal Wellness, Emotional Wellbeing, Stress Management, Pain Management	Personal Bio					Does not list	Does not list		Yes	Blue Shield (We do not bill Blue Shield directly, however, we will issue a Superbill for reimbursement)
 Cigna
 Integra
 Sequoia Physicians Network
 United Healthcare
 UMR	9,25	Practice	manylivesfront@gmail.com			#N/A		May 02, 2017					Yes			
Jing 	Chen		142		No	L.Ac., DAOM, FABORM	F	https://manylivescm.com/jing-chen-l-ac-daom/	Jing Chen received her Doctoral degree in Oriental Reproductive Medicine from Yo San University, where she is a faculty member. She received her Masters in Traditional Oriental Medicine from Emperors College and her Bachelor of Science in Biology from MIT. Jing has a broad range of experience including working in private practice, providing acupuncture support in IVF clinics, and even practicing Chinese medicine on luxury cruise ships. When she is not in the clinic, Jing can be found practicing yoga and tai chi, chasing her toddler around, or curling up with a good book.	Fertility	9	Women's Health	28	Pediatrics	19	Nutrition and lifestyle counseling Fertility, Women’s Health, Internal Medicine
 Pediatrics, Pain Management, Cosmetic Acupuncture	Personal Bio					Does not list	Does not list		Yes	Blue Shield (We do not bill Blue Shield directly, however, we will issue a Superbill for reimbursement)
 Cigna
 Integra
 Sequoia Physicians Network
 United Healthcare
 UMR	9,25	Practice	manylivesfront@gmail.com	https://en.yelp.com.ph/biz/dr-jing-chen-chinese-acupuncture-herbal-medicine-wilmington	Emperor’s College of Traditional Chinese Medicine	6	Massachusetts Institute of Technology / Bachelor of Science in Biology	July 09, 1990					Yes			
Lynette 	Hirabayashi		143		No	MS., L.Ac.	F	http://www.marinfamilyacupuncture.com/about-us/	Lynette Hirabayashi is a licensed acupunturist since 2001. She began her formal practice in 2001, but her interest in natural medicine sprouted while she was an undergraduate at Indiana University. She followed her curiosity to the rain forests of Peru, where she discovered her passion for healing with plant-based medicines. Lynette has called the Bay Area home for 25 years and currently lives in San Anselmo with her husband, son, and family dog.  Together, they can be found hiking, reading a good book, or indulging in their new favorite activity, paddle boarding.	Women's Health	28	Sports Medicine	25	Pain Management	18	Fertility and Women's Health, Sports Medicine, Pain Relief	Personal Bio					Does not list	Does not list		Doesn't Say		#N/A	Practice	Lynette@MarinFamilyAcupuncture.com		American College of Traditional Chinese Medicine	4	Indiana University / Bachelor of Science in Biology	August 24, 2001					Yes			
Kenji 	Hirabayashi		144		No	L.Ac.	M	http://www.marinfamilyacupuncture.com/about-us/	Kenji is a licensed acupuncturist since 2001 together with his wife Lynette. He was drawn to the philosophy of traditional Chinese medicine because it resonated with his ideas of health and disease. Kenji became certified in Sports Medicine through mentoring with Whitfield Reaves, L.Ac. This specialization is an extension of his love for trail running (with his beloved dog) and mountain biking, as well as his experience as a rock climber and mountaineer. As an athlete, he has a strong understanding of body mechanics and the importance of good nutrition.	Women's Health	28	Sports Medicine	25	Pain Management	18	Fertility and Women's Health, Sports Medicine, Pain Relief	Personal Bio					Does not list	Does not list		Doesn't Say		#N/A	Practice	Kenji@MarinFamilyAcupuncture.com		American College of Traditional Chinese Medicine	4	San Diego State University / Bachelor of Science in Geology	August 29, 2001					Yes			
Ryan 	Dempsey		145		No	L.Ac.	M	http://www.marinwoodcommunityacupuncture.com/sample-page/	Ryan received his undergraduate degree in History from San Diego State University.  As part of his studies, he traveled to China as part of the National Youth Leadership Forum on Integrated Medicine. His experience with injury was the catalyst for his enrollment in the four year Master of Science program in integrative Chinese medicine. He completed several advanced programs in women’s health care with Chinese herbal medicine and acupuncture and continue to focus on primary patient base.	Sports Medicine	25	Women's Health	28	Pain Management	18	Sports Medicine, Women's Health, Pain Relief	Personal Bio					$35-65	 $25-45		Doesn't Say		#N/A	Single Practitioner Location	Ryan@MarinwoodCommunityAcupuncture.com			#N/A	San Diego State University / Bachelor of Science in History	February 19, 2009					Yes			
Maureen 	Rozenn		146	Verified	Yes	L.Ac., DAOM, FABORM	F	http://acupuncturesantacruz.net/about/	Maureen Rozenn has practiced Integrative Medicine for over 15 years. She is one of the very few practitioners with the highest accredited degree available in her field, a Doctorate in Acupuncture and Oriental Medicine (DAOM) with dual specializations in Women’s Health and Pain Management. Her Doctoral work included authoring research studies on the synergy between acupuncture treatment combined with Clomid and an acupuncture protocol with IVF. She has taught academic classes in the Masters and Doctoral programs at Five Branches University for over 15 years.	Pain Management	18	Women's Health	28	Fertility	9	Pain Relief, Women's Health, Fertility	Personal Bio					$215	$135		No	While we do not bill insurance directly, upon request my office will provide you with an attending physician statement which is a detailed receipt that you can submit to your insurance company directly or use for income tax purposes. This statement has all of the appropriate codes and information necessary for your insurance company to reimburse you, should your plan cover our services.	25	Personal	Office@AcupunctureSantaCruz.net	https://www.yelp.com/biz/maureen-rozenn-lac-daom-faborm-santa-cruz	Five Branches University	7	Bachelor’s Degree in Psychology 1996  Certificate in Women’s Studies  California State University at Humboldt	2001		California Acupuncture State Board Approved Instructor 2013-present; Author: To Phase or Not to Phase; Author: Your Fertility Program (2014); American Board of Oriental Reproductive Medicine (ABORM) Approved Instructor 2012-present  ; NIH Research Certification 2007;	American Board of Oriental Reproductive Medicine Fellow 2009-present  Norcal Professional Fertility Group 2009-present  Coalition for Improving Maternity Services 2009-present  American Pregnancy Association Member 2008-present  RESOLVE of Northern California/Open Path 2008-present	CA	Yes	Yes		
Michelle 	Graves	1	148	No Response	No	L.Ac.	F	http://www.michelle-graves.com/about/	Michelle Graves is a Licensed Acupuncturist and Herbalist, has a master’s degree in Oriental medicine from the American College of Traditional Chinese Medicine in San Francisco. Michelle uses her skills in holistic medical traditions to address primary health issues and provide overall wellness care. In addition to her ABORM studies, Michelle has also completed advanced training with leading authorities in this field. Michelle has been a volunteer to a community clinic for over 5 years providing free complementary alternative medical treatments to low-income women with cancer.	Women's Health	28	Cancer Support	4	Mental Health	15	Gynecology, Oncology, Pain Management & Mental Health.	Personal Bio					Does not list	Does not list		Yes	ACN
 Aetna
 Blue Shield
 Cigna
 HCN
 GreatWest
 Multiplan
 United Health Care
 Flex spending accounts and Health Savings accounts can be utilized	1,2,9,10,33,14,29,13,	Personal	mgraves.lac@gmail.com	https://www.yelp.com/biz/michelle-graves-ms-l-ac-faborm-san-francisco	American College of Traditional Chinese Medicine	4	UC Santa Cruz- Biology, Acupuncture and Chinese Medicine	March 04, 2003					Yes			
Adam 	Wiscomb		149	Pending	Yes	L.Ac., DAOM	M	http://middlepathacupuncture.com/bio/	Adam was born and raised here in San Francisco where he had the good fortune to encounter a diverse range of cultures and languages that have always fascinated him. He studied several languages and come to speak fluent French, Spanish and Portuguese and at the daunting beginnings of learning Mandarin! He earned his M.S. in Traditional Chinese Medicine from ACTCM in San Francisco and went on to complete his doctorate in 2013. His interest in acupuncture started in 2010 when he was just beginning a year and a half of studying acupressure at The Acupressure Institute in Berkeley.	General Acupuncture	11		#N/A		#N/A	General Acupuncture	General Practice					$180	$90		Yes	I bill many insurance companies for my patients’ treatments	34	Single Practitioner Location	adam@middlepathacupuncture.com	https://www.yelp.com/biz/adam-wiscomb-cmt-lac-daom-san-francisco	American College of Traditional Chinese Medicine	4		December 19, 2006					Yes			
Amy Sierra Bolton Taylor 	Mitchell		150		No	M.S., L.Ac.	F	https://www.mitchellfamilyacupuncture.com/team/	Amy Sierra Bolton is a Licensed Acupuncturist and Clinical Herbalist with her Masters of Science in Traditional Chinese Medicine. She practices medicine with joy that is rooted in her own experience of acupuncture and Chinese Medicine and is informed by her over twenty years of study and practice in the world of natural medicine. She has also studied yoga and meditation in India and Nepal, assisted in delivering babies. Amy lives in the Berkeley Hills surrounded by green leaves with her husband, their two daughters and their kitty, Roo.	Women's Health	28	Fertility	9	Pregnancy	22	Women’s Health, Healthy Pregnancy, Postpartum Health, Fertility for women, men and the LGBTQ community	Personal Bio		fertility, pregnancy, postpartum and wellness for women and men			$190	$105		Doesn't Say		#N/A	Practice			American College of Traditional Chinese Medicine	4		October 31, 2005					Yes			
Alison 	Winters		151		No	M.S., L.Ac.	F	https://www.mitchellfamilyacupuncture.com/team/	Alison Winters earned her Master’s Degree in Acupuncture and Oriental Medicine from the American College of Traditional Chinese Medicine, San Francisco in December 2008. She is licensed by the California Board of Registration in Medicine to practice acupuncture and Chinese herbal medicine and holds a Diplomate in Oriental Medicine from the National Certification Commission for Acupuncture and Oriental Medicine (NCCAOM). Alison is currently training to be a doula, having begun her studies at the non-profit, village-based organization Bumi Sehat Foundation in Bali where she assisted in live births and performed acupuncture on the newborns.	Women's Health	28	Gastrointestinal & Digestive	10	Autoimmune	3	Fertility, Pregnancy, Women's Health, Digestive and Auto Immune Disorders, Orthopedics and Pain Management, Psycho-emotional Health	Personal Bio					$190	$105		Doesn't Say		#N/A	Practice		https://www.yelp.com/biz/alison-winters-lac-san-francisco	American College of Traditional Chinese Medicine	4	Northeastern University / Bachelor of Science in Business and Psychology	February 18, 2009					Yes			
Marya 	Vohryzek		152		No	MTCM, L.Ac.	F	https://www.mitchellfamilyacupuncture.com/team/	Marya is a California Board licensed acupuncturist and herbalist. She received her four year Masters in Traditional Chinese Medicine from Five Branches University in Santa Cruz. Marya has long been passionate about being of service and helping others, and prior to discovering Traditional Chinese Medicine, she trained in Psychology, receiving her undergraduate degree from UC Davis. Her interest in working deeply with all three, led her to receive additional training in 5-Element Acupuncture at Five Branches University.Marya holds the belief that the body has the innate wisdom to heal itself, and that Traditional Chinese Medicine can help support one’s alignment with nature, allowing for this transformative process to unfold.	Mental Health	15	Cancer Support	4	Gastrointestinal & Digestive	10	Psycho-emotional health, Chemotherapy side effects, Women’s health, Digestive disorders, Pain management	Personal Bio					$190	$105		Doesn't Say		#N/A	Practice			Five Branches University	7	University of California /  Psychology	May 03, 2017					Yes			
Jean 	Lusson		153	No Response	No	M.S., L.Ac.	F	http://www.jeanlussonacupuncture.com/	Jean Lusson studies in Traditional Chinese Medicine began seventeen years ago at the Acupressure Institute, in Berkeley. There she became inspired to pursue a more intensive educational path, a Masters Degree in Traditional Chinese Medicine at Acupuncture and Integrative Medicine College (AIMC), in Berkeley. She enjoyed helping patients with pain management, women's health, menopause,  migraines, anxiety,  and dermatology. She also studied Medical Qigong, holistic nutrition, Japanese acupuncture techniques, Shiatsu, and facial rejuvenation acupuncture.	Pain Management	18	Women's Health	28	Dermatological	6	Pain management, Women's health, Menopause,  Migraines, Anxiety,  and Dermatology	Personal Bio					Does not list	Does not list		Doesn't Say		#N/A	Single Practitioner Location	jean@lusson.com	https://www.yelp.com/biz/jean-lusson-acupuncture-berkeley	Acupuncture and Integrative Medicine College	#N/A		September 19, 2013					Yes			
